DATACODE,RECTYPE,RECYEAR,RECMONTH,RECDAY,WATERSHED,GRAZE,CAGE,PLOTNUM,LVGRASS,FORBS,CUYRDEAD,PRYRDEAD,WOODY,COMMENT
PEB01,1,2007,9,30,n01a,u,7,1,71.66,0.15,,0.00,0.00,
PEB01,1,2007,9,30,n01a,u,7,2,56.15,0.13,,0.00,0.00,
PEB01,1,2007,9,30,n01a,u,7,3,41.16,2.44,,0.00,0.00,
PEB01,1,2007,9,30,n01a,u,7,4,37.35,0.00,,0.00,0.00,
PEB01,1,2007,9,30,n01a,u,7,5,64.12,0.00,,0.00,0.00,
PEB01,1,2007,9,30,n01a,u,8,1,41.98,0.14,,0.00,0.00,
PEB01,1,2007,9,30,n01a,u,8,2,46.72,3.15,,0.00,0.00,
PEB01,1,2007,9,30,n01a,u,8,3,38.65,7.19,,0.00,0.00,
PEB01,1,2007,9,30,n01a,u,8,4,43.75,0.00,,0.00,0.00,
PEB01,1,2007,9,30,n01a,u,8,5,59.12,2.18,,0.00,0.00,
PEB01,1,2007,9,30,n04a,u,9,1,30.13,3.51,,35.93,6.25,
PEB01,1,2007,9,30,n04a,u,9,2,22.21,0.21,,62.44,0.00,
PEB01,1,2007,9,30,n04a,u,9,3,22.10,3.66,,35.29,0.00,
PEB01,1,2007,9,30,n04a,u,9,4,25.44,4.85,,49.96,0.00,
PEB01,1,2007,9,30,n04a,u,9,5,23.95,3.10,,26.54,0.00,
PEB01,1,2007,9,30,n04a,u,10,1,24.71,10.74,,18.78,0.00,
PEB01,1,2007,9,30,n04a,u,10,2,34.18,2.75,,49.43,0.58,
PEB01,1,2007,9,30,n04a,u,10,3,25.20,0.00,,40.80,0.00,
PEB01,1,2007,9,30,n04a,u,10,4,29.93,0.00,,54.05,0.00,
PEB01,1,2007,9,30,n04a,u,10,5,31.22,4.26,,55.20,0.00,
PEB01,1,2007,9,12,n04a,u,11,1,31.15,0.00,,74.73,0.00,
PEB01,1,2007,9,12,n04a,u,11,2,32.54,1.65,,37.30,0.00,
PEB01,1,2007,9,12,n04a,u,11,3,50.15,0.00,,44.19,0.00,
PEB01,1,2007,9,12,n04a,u,11,4,28.34,0.00,,47.12,0.00,
PEB01,1,2007,9,12,n04a,u,11,5,34.92,0.00,,54.77,0.00,
PEB01,1,2007,9,12,n04a,u,12,1,39.60,0.45,,38.24,0.00,
PEB01,1,2007,9,12,n04a,u,12,2,43.10,3.85,,59.26,0.49,
PEB01,1,2007,9,12,n04a,u,12,3,19.79,0.00,,49.31,0.00,
PEB01,1,2007,9,12,n04a,u,12,4,46.15,6.29,,25.29,0.00,
PEB01,1,2007,9,12,n04a,u,12,5,68.78,0.96,,54.28,0.00,
PEB01,1,2007,9,12,n04a,u,13,1,42.38,5.47,,34.24,0.00,
PEB01,1,2007,9,12,n04a,u,13,2,48.60,8.10,,85.50,0.00,
PEB01,1,2007,9,12,n04a,u,13,3,28.77,2.48,,46.24,0.00,
PEB01,1,2007,9,12,n04a,u,13,4,27.31,0.60,,47.02,0.00,
PEB01,1,2007,9,12,n04a,u,13,5,36.59,1.18,,105.21,0.00,
PEB01,1,2007,9,13,n04a,u,14,1,37.14,0.08,,59.05,0.00,
PEB01,1,2007,9,13,n04a,u,14,2,5.09,1.26,,45.87,152.99,woody=sumac
PEB01,1,2007,9,13,n04a,u,14,3,58.55,0.72,,44.43,0.00,
PEB01,1,2007,9,13,n04a,u,14,4,54.90,0.00,,54.36,0.00,
PEB01,1,2007,9,13,n04a,u,14,5,81.66,1.01,,59.14,0.00,
PEB01,1,2007,9,13,n04a,u,15,1,21.25,22.67,,60.20,0.00,
PEB01,1,2007,9,13,n04a,u,15,2,1.84,2.67,,53.95,0.00,
PEB01,1,2007,9,13,n04a,u,15,3,13.48,23.95,,65.03,0.00,
PEB01,1,2007,9,13,n04a,u,15,4,20.98,23.62,,46.43,0.00,
PEB01,1,2007,9,13,n04a,u,15,5,26.18,3.96,,95.17,0.00,
PEB01,1,2007,9,13,n04a,u,16,1,19.31,18.22,,29.25,0.00,
PEB01,1,2007,9,13,n04a,u,16,2,19.80,16.95,,66.94,0.00,
PEB01,1,2007,9,13,n04a,u,16,3,6.22,66.73,,28.71,0.00,
PEB01,1,2007,9,13,n04a,u,16,4,27.51,10.98,,28.95,0.00,
PEB01,1,2007,9,13,n04a,u,16,5,18.34,18.10,,29.68,0.00,
PEB01,1,2007,8,31,n01b,u,17,1,44.87,3.13,,0.00,0.00,
PEB01,1,2007,8,31,n01b,u,17,2,35.74,4.81,,0.00,0.00,
PEB01,1,2007,8,31,n01b,u,17,3,66.65,2.66,,0.00,0.00,
PEB01,1,2007,8,31,n01b,u,17,4,52.95,1.23,,0.00,0.00,
PEB01,1,2007,8,31,n01b,u,17,5,59.22,1.30,,0.00,0.00,
PEB01,1,2007,9,11,n01b,u,18,1,43.00,12.96,,0.00,0.00,
PEB01,1,2007,9,11,n01b,u,18,2,75.65,0.58,,0.00,0.00,
PEB01,1,2007,9,11,n01b,u,18,3,56.93,1.94,,0.00,0.00,
PEB01,1,2007,9,11,n01b,u,18,4,61.49,2.07,,0.00,0.00,
PEB01,1,2007,9,11,n01b,u,18,5,71.74,4.27,,0.00,0.00,
PEB01,1,2007,9,11,n01b,u,19,1,67.74,3.53,,0.00,0.00,
PEB01,1,2007,9,11,n01b,u,19,2,47.09,35.81,,0.00,0.00,
PEB01,1,2007,9,11,n01b,u,19,3,44.72,23.87,,0.00,0.00,
PEB01,1,2007,9,11,n01b,u,19,4,37.78,21.07,,0.00,0.00,
PEB01,1,2007,9,11,n01b,u,19,5,85.78,1.38,,0.00,0.00,
PEB01,1,2007,9,11,n01b,u,20,1,71.35,3.86,,0.00,0.00,
PEB01,1,2007,9,11,n01b,u,20,2,63.20,0.81,,0.00,0.00,
PEB01,1,2007,9,11,n01b,u,20,3,57.90,41.70,,0.00,0.00,
PEB01,1,2007,9,11,n01b,u,20,4,67.36,4.33,,0.00,0.00,
PEB01,1,2007,9,11,n01b,u,20,5,21.74,30.56,,0.00,0.00,
PEB01,1,2007,8,31,n01b,u,21,1,51.56,3.22,,0.00,0.00,
PEB01,1,2007,8,31,n01b,u,21,2,53.14,5.12,,0.00,1.49,
PEB01,1,2007,8,31,n01b,u,21,3,61.17,1.38,,0.00,0.00,
PEB01,1,2007,8,31,n01b,u,21,4,48.74,2.04,,0.00,0.00,
PEB01,1,2007,8,31,n01b,u,21,5,49.86,0.86,,0.00,0.00,
PEB01,1,2007,8,31,n01b,u,22,1,37.29,1.58,,0.00,0.00,
PEB01,1,2007,8,31,n01b,u,22,2,41.95,0.86,,0.00,0.00,
PEB01,1,2007,8,31,n01b,u,22,3,38.87,0.00,,0.00,0.00,
PEB01,1,2007,8,31,n01b,u,22,4,44.10,0.14,,0.00,0.00,forbs=leaves only
PEB01,1,2007,8,31,n01b,u,22,5,37.65,0.33,,0.00,0.00,
PEB01,1,2007,9,11,n01b,u,23,1,74.18,4.83,,0.00,0.00,
PEB01,1,2007,9,11,n01b,u,23,2,47.35,2.13,,0.00,0.00,
PEB01,1,2007,9,11,n01b,u,23,3,64.63,0.00,,0.00,0.00,
PEB01,1,2007,9,11,n01b,u,23,4,89.21,0.38,,0.00,0.00,
PEB01,1,2007,9,11,n01b,u,23,5,68.46,3.53,,0.00,0.00,
PEB01,1,2007,9,13,n01b,u,24,1,47.62,4.04,,0.00,0.00,
PEB01,1,2007,9,13,n01b,u,24,2,53.43,0.33,,0.00,0.00,
PEB01,1,2007,9,13,n01b,u,24,3,101.97,1.86,,0.00,0.00,
PEB01,1,2007,9,13,n01b,u,24,4,36.79,10.67,,0.00,0.00,
PEB01,1,2007,9,13,n01b,u,24,5,71.29,6.07,,0.00,0.00,
PEB01,1,2007,9,13,n04d,u,25,1,34.07,7.18,,26.94,0.00,
PEB01,1,2007,9,13,n04d,u,25,2,23.11,24.68,,35.08,0.00,
PEB01,1,2007,9,13,n04d,u,25,3,56.70,2.59,,40.73,0.00,
PEB01,1,2007,9,13,n04d,u,25,4,18.18,3.49,,18.34,0.00,
PEB01,1,2007,9,13,n04d,u,25,5,27.00,24.78,,45.85,0.02,
PEB01,1,2007,9,13,n04d,u,26,1,15.35,14.48,,33.08,0.00,
PEB01,1,2007,9,13,n04d,u,26,2,46.05,0.24,,26.52,0.00,
PEB01,1,2007,9,13,n04d,u,26,3,31.96,4.17,,27.29,0.00,
PEB01,1,2007,9,13,n04d,u,26,4,11.82,12.89,,41.83,0.00,
PEB01,1,2007,9,13,n04d,u,26,5,33.95,0.97,,34.08,0.00,
PEB01,1,2007,9,11,n04d,u,27,1,19.55,0.00,,47.31,0.00,
PEB01,1,2007,9,11,n04d,u,27,2,13.24,7.82,,27.22,31.59,
PEB01,1,2007,9,11,n04d,u,27,3,34.59,0.65,,39.53,0.00,
PEB01,1,2007,9,11,n04d,u,27,4,12.74,0.00,,12.75,0.00,
PEB01,1,2007,9,11,n04d,u,27,5,44.77,0.00,,41.20,0.00,
PEB01,1,2007,9,11,n04d,u,28,1,17.18,1.33,,34.64,15.38,
PEB01,1,2007,9,11,n04d,u,28,2,20.56,0.41,,79.34,97.71,
PEB01,1,2007,9,11,n04d,u,28,3,5.48,1.13,,50.65,50.97,
PEB01,1,2007,9,11,n04d,u,28,4,11.36,1.08,,44.05,17.52,
PEB01,1,2007,9,11,n04d,u,28,5,29.82,3.91,,35.11,35.08,
PEB01,1,2007,8,31,n04d,u,29,1,17.86,0.00,,31.46,0.00,
PEB01,1,2007,8,31,n04d,u,29,2,26.46,1.42,,34.51,0.00,
PEB01,1,2007,8,31,n04d,u,29,3,34.12,1.13,,38.86,0.00,
PEB01,1,2007,8,31,n04d,u,29,4,25.19,0.00,,17.92,0.00,
PEB01,1,2007,8,31,n04d,u,29,5,40.87,0.00,,124.08,0.00,
PEB01,1,2007,9,11,n04d,u,30,1,32.04,7.35,,24.45,4.05,
PEB01,1,2007,9,11,n04d,u,30,2,23.60,1.56,,42.99,0.00,
PEB01,1,2007,9,11,n04d,u,30,3,20.56,1.30,,34.53,0.00,
PEB01,1,2007,9,11,n04d,u,30,4,33.65,0.42,,50.58,4.34,
PEB01,1,2007,9,11,n04d,u,30,5,18.92,3.68,,83.81,13.14,
PEB01,1,2007,9,11,n04d,u,31,1,25.27,3.55,,36.73,0.00,
PEB01,1,2007,9,11,n04d,u,31,2,19.55,7.27,,38.32,0.00,
PEB01,1,2007,9,11,n04d,u,31,3,26.91,3.92,,50.37,3.22,
PEB01,1,2007,9,11,n04d,u,31,4,34.59,2.95,,29.84,0.00,
PEB01,1,2007,9,11,n04d,u,31,5,23.51,7.87,,43.66,1.78,
PEB01,1,2007,9,11,n04d,u,32,1,27.38,3.15,,22.49,0.00,
PEB01,1,2007,9,11,n04d,u,32,2,38.29,4.08,,38.26,0.00,
PEB01,1,2007,9,11,n04d,u,32,3,22.10,0.00,,19.89,0.00,
PEB01,1,2007,9,11,n04d,u,32,4,40.04,0.45,,51.48,0.00,
PEB01,1,2007,9,11,n04d,u,32,5,27.68,1.69,,34.75,0.00,
PEB01,1,2008,9,17,n01a,g,1,1,105.12,10.14,,0.00,0.00,
PEB01,1,2008,9,17,n01a,g,1,2,107.32,16.82,,0.00,0.00,
PEB01,1,2008,9,17,n01a,g,1,3,52.54,74.88,,0.00,0.00,
PEB01,1,2008,9,17,n01a,g,1,4,67.72,2.21,,0.00,0.00,
PEB01,1,2008,9,17,n01a,g,1,5,75.40,69.72,,0.00,0.00,
PEB01,1,2008,9,17,n01a,g,2,1,62.21,21.78,,0.00,5.53,
PEB01,1,2008,9,17,n01a,g,2,2,67.09,7.41,,0.00,0.00,
PEB01,1,2008,9,17,n01a,g,2,3,106.32,1.37,,0.00,0.00,
PEB01,1,2008,9,17,n01a,g,2,4,92.22,6.80,,0.00,0.00,
PEB01,1,2008,9,17,n01a,g,2,5,71.98,0.85,,0.00,0.00,
PEB01,1,2008,9,16,n01a,g,3,1,60.73,1.42,,0.00,0.00,
PEB01,1,2008,9,16,n01a,g,3,2,69.61,1.25,,0.00,5.84,
PEB01,1,2008,9,16,n01a,g,3,3,62.61,0.31,,0.00,0.00,
PEB01,1,2008,9,16,n01a,g,3,4,22.18,10.01,,0.00,0.00,
PEB01,1,2008,9,16,n01a,g,3,5,25.62,1.02,,0.00,0.00,
PEB01,1,2008,9,16,n01a,g,4,1,111.20,2.33,,0.00,0.00,
PEB01,1,2008,9,16,n01a,g,4,2,106.26,1.63,,0.00,0.00,
PEB01,1,2008,9,16,n01a,g,4,3,70.52,5.44,,0.00,0.00,
PEB01,1,2008,9,16,n01a,g,4,4,114.43,3.37,,0.00,0.00,
PEB01,1,2008,9,16,n01a,g,4,5,195.34,3.32,,0.00,0.00,
PEB01,1,2008,9,22,n01a,g,5,1,64.37,1.84,,0.00,1.55,
PEB01,1,2008,9,22,n01a,g,5,2,87.08,10.69,,0.00,0.00,
PEB01,1,2008,9,22,n01a,g,5,3,89.68,2.08,,0.00,0.00,
PEB01,1,2008,9,22,n01a,g,5,4,81.92,0.39,,0.00,0.11,
PEB01,1,2008,9,22,n01a,g,5,5,74.90,0.72,,0.00,0.00,
PEB01,1,2008,9,22,n01a,g,6,1,71.41,0.21,,0.00,0.00,
PEB01,1,2008,9,22,n01a,g,6,2,53.09,0.21,,0.00,0.00,
PEB01,1,2008,9,22,n01a,g,6,3,103.91,0.00,,0.00,0.00,
PEB01,1,2008,9,22,n01a,g,6,4,60.21,0.00,,0.00,0.00,
PEB01,1,2008,9,22,n01a,g,6,5,138.51,0.79,,0.00,0.00,
PEB01,1,2008,9,22,n01a,g,7,1,83.65,0.00,,0.00,0.00,
PEB01,1,2008,9,22,n01a,g,7,2,105.44,0.43,,0.00,0.00,
PEB01,1,2008,9,22,n01a,g,7,3,83.75,2.30,,0.00,0.00,
PEB01,1,2008,9,22,n01a,g,7,4,38.72,0.00,,0.00,3.24,
PEB01,1,2008,9,22,n01a,g,7,5,100.98,4.92,,0.00,0.00,
PEB01,1,2008,9,22,n01a,g,8,1,80.06,0.67,,0.00,0.00,
PEB01,1,2008,9,22,n01a,g,8,2,47.94,0.96,,0.00,0.00,
PEB01,1,2008,9,22,n01a,g,8,3,79.50,3.91,,0.00,0.00,
PEB01,1,2008,9,22,n01a,g,8,4,39.13,0.16,,0.00,0.00,
PEB01,1,2008,9,22,n01a,g,8,5,109.26,0.16,,0.00,0.00,
PEB01,1,2008,9,17,n04a,g,9,1,28.17,11.70,,0.00,0.00,
PEB01,1,2008,9,17,n04a,g,9,2,55.85,4.91,,0.00,0.00,
PEB01,1,2008,9,17,n04a,g,9,3,60.18,9.29,,0.00,0.00,
PEB01,1,2008,9,17,n04a,g,9,4,29.90,0.17,,0.00,0.00,forb=leaves only
PEB01,1,2008,9,17,n04a,g,9,5,46.68,40.79,,0.00,0.00,
PEB01,1,2008,9,17,n04a,g,10,1,40.89,3.41,,0.00,0.00,
PEB01,1,2008,9,17,n04a,g,10,2,41.76,5.82,,0.00,0.00,
PEB01,1,2008,9,17,n04a,g,10,3,60.90,2.04,,0.00,0.00,
PEB01,1,2008,9,17,n04a,g,10,4,71.30,1.55,,0.00,0.00,
PEB01,1,2008,9,17,n04a,g,10,5,45.76,0.81,,0.00,0.00,
PEB01,1,2008,9,17,n04a,g,11,1,53.74,0.75,,0.00,0.23,
PEB01,1,2008,9,17,n04a,g,11,2,45.97,3.03,,0.00,0.00,
PEB01,1,2008,9,17,n04a,g,11,3,75.16,7.10,,0.00,0.00,
PEB01,1,2008,9,17,n04a,g,11,4,40.27,0.00,,0.00,0.00,
PEB01,1,2008,9,17,n04a,g,11,5,62.19,0.57,,0.00,0.00,
PEB01,1,2008,9,17,n04a,g,12,1,43.66,0.71,,0.00,0.00,forb=leaves only
PEB01,1,2008,9,17,n04a,g,12,2,38.03,19.76,,0.00,0.00,
PEB01,1,2008,9,17,n04a,g,12,3,84.95,11.48,,0.00,0.00,
PEB01,1,2008,9,17,n04a,g,12,4,66.73,0.82,,0.00,0.00,
PEB01,1,2008,9,17,n04a,g,12,5,49.35,1.70,,0.00,0.00,
PEB01,1,2008,9,22,n04a,g,13,1,68.77,9.86,,0.00,0.00,
PEB01,1,2008,9,22,n04a,g,13,2,47.48,16.35,,0.00,0.00,
PEB01,1,2008,9,22,n04a,g,13,3,73.94,14.62,,0.00,0.00,
PEB01,1,2008,9,22,n04a,g,13,4,42.93,12.62,,0.00,0.00,
PEB01,1,2008,9,22,n04a,g,13,5,44.28,10.10,,0.00,0.00,
PEB01,1,2008,9,23,n04a,g,14,1,63.61,0.54,,0.00,10.58,
PEB01,1,2008,9,23,n04a,g,14,2,82.30,0.49,,0.00,10.36,
PEB01,1,2008,9,23,n04a,g,14,3,53.82,4.62,,0.00,3.81,
PEB01,1,2008,9,23,n04a,g,14,4,86.65,9.65,,0.00,0.20,
PEB01,1,2008,9,23,n04a,g,14,5,58.71,0.73,,0.00,0.00,
PEB01,1,2008,9,24,n04a,g,15,1,67.46,8.82,,0.00,0.00,
PEB01,1,2008,9,24,n04a,g,15,2,19.91,73.45,,0.00,0.00,forb=goldenrod
PEB01,1,2008,9,24,n04a,g,15,3,29.00,74.64,,0.00,0.00,forb=goldenrod
PEB01,1,2008,9,24,n04a,g,15,4,45.45,1.26,,0.00,0.00,
PEB01,1,2008,9,24,n04a,g,15,5,116.34,0.00,,0.00,0.00,
PEB01,1,2008,9,24,n04a,g,16,1,38.84,11.94,,0.00,0.00,
PEB01,1,2008,9,24,n04a,g,16,2,31.68,3.74,,0.00,0.00,
PEB01,1,2008,9,24,n04a,g,16,3,41.04,14.42,,0.00,0.00,
PEB01,1,2008,9,24,n04a,g,16,4,36.07,2.04,,0.00,0.00,
PEB01,1,2008,9,24,n04a,g,16,5,74.26,3.66,,0.00,0.00,
PEB01,1,2008,9,22,n01b,g,17,1,74.60,1.77,,0.00,1.50,
PEB01,1,2008,9,22,n01b,g,17,2,80.64,1.36,,0.00,0.00,
PEB01,1,2008,9,22,n01b,g,17,3,90.08,0.93,,0.00,0.12,
PEB01,1,2008,9,22,n01b,g,17,4,80.29,5.33,,0.00,1.45,
PEB01,1,2008,9,22,n01b,g,17,5,81.69,0.00,,0.00,0.23,
PEB01,1,2008,9,19,n01b,g,18,1,67.59,3.99,,0.00,0.00,
PEB01,1,2008,9,19,n01b,g,18,2,67.48,10.36,,0.00,0.00,
PEB01,1,2008,9,19,n01b,g,18,3,81.40,2.66,,0.00,0.00,
PEB01,1,2008,9,19,n01b,g,18,4,73.95,3.95,,0.00,0.00,
PEB01,1,2008,9,19,n01b,g,18,5,34.24,17.84,,0.00,0.00,
PEB01,1,2008,9,19,n01b,g,19,1,35.79,104.11,,0.00,0.00,forb=goldenrod
PEB01,1,2008,9,19,n01b,g,19,2,72.95,63.05,,0.00,0.00,
PEB01,1,2008,9,19,n01b,g,19,3,80.30,3.76,,0.00,0.00,
PEB01,1,2008,9,19,n01b,g,19,4,78.67,0.00,,0.00,0.00,
PEB01,1,2008,9,19,n01b,g,19,5,85.72,5.63,,0.00,0.00,
PEB01,1,2008,9,19,n01b,g,20,1,79.36,19.86,,0.00,0.00,
PEB01,1,2008,9,19,n01b,g,20,2,75.16,17.46,,0.00,0.00,
PEB01,1,2008,9,19,n01b,g,20,3,77.75,0.79,,0.00,0.00,
PEB01,1,2008,9,19,n01b,g,20,4,107.20,4.32,,0.00,0.00,
PEB01,1,2008,9,19,n01b,g,20,5,191.94,11.44,,0.00,0.00,
PEB01,1,2008,9,19,n01b,g,21,1,99.98,0.42,,0.00,0.00,
PEB01,1,2008,9,19,n01b,g,21,2,47.52,2.40,,0.00,0.68,
PEB01,1,2008,9,19,n01b,g,21,3,40.65,6.05,,0.00,0.00,
PEB01,1,2008,9,19,n01b,g,21,4,47.34,22.49,,0.00,0.00,
PEB01,1,2008,9,19,n01b,g,21,5,79.01,2.43,,0.00,0.00,
PEB01,1,2008,9,19,n01b,g,22,1,109.41,0.37,,0.00,0.00,
PEB01,1,2008,9,19,n01b,g,22,2,66.39,0.23,,0.00,0.00,
PEB01,1,2008,9,19,n01b,g,22,3,130.17,0.00,,0.00,0.00,
PEB01,1,2008,9,19,n01b,g,22,4,96.51,0.04,,0.00,0.73,
PEB01,1,2008,9,19,n01b,g,22,5,63.76,2.32,,0.00,0.00,
PEB01,1,2008,9,19,n01b,g,23,1,123.04,2.07,,0.00,0.00,
PEB01,1,2008,9,19,n01b,g,23,2,79.13,6.08,,0.00,0.00,
PEB01,1,2008,9,19,n01b,g,23,3,101.72,3.73,,0.00,0.00,
PEB01,1,2008,9,19,n01b,g,23,4,78.46,0.16,,0.00,0.00,
PEB01,1,2008,9,19,n01b,g,23,5,64.28,0.14,,0.00,0.00,
PEB01,1,2008,9,18,n01b,g,24,1,86.29,0.24,,0.00,0.00,
PEB01,1,2008,9,18,n01b,g,24,2,67.56,7.59,,0.00,0.00,
PEB01,1,2008,9,18,n01b,g,24,3,103.44,0.00,,0.00,0.00,
PEB01,1,2008,9,18,n01b,g,24,4,68.80,7.74,,0.00,0.00,
PEB01,1,2008,9,18,n01b,g,24,5,88.82,0.09,,0.00,0.00,
PEB01,1,2008,9,23,n04d,g,25,1,35.59,0.35,,30.44,0.00,
PEB01,1,2008,9,23,n04d,g,25,2,31.83,0.00,,32.72,0.88,
PEB01,1,2008,9,23,n04d,g,25,3,17.81,29.33,,35.77,0.00,
PEB01,1,2008,9,23,n04d,g,25,4,56.47,0.03,,48.69,0.00,
PEB01,1,2008,9,23,n04d,g,25,5,61.72,12.61,,18.71,0.00,
PEB01,1,2008,9,23,n04d,g,26,1,42.41,2.30,,21.19,0.00,
PEB01,1,2008,9,23,n04d,g,26,2,27.50,22.97,,57.46,0.00,
PEB01,1,2008,9,23,n04d,g,26,3,37.72,7.03,,19.85,0.00,
PEB01,1,2008,9,23,n04d,g,26,4,25.05,21.79,,44.80,0.00,
PEB01,1,2008,9,23,n04d,g,26,5,23.28,13.48,,45.38,0.00,
PEB01,1,2008,9,22,n04d,g,27,1,18.49,25.78,,24.89,0.00,
PEB01,1,2008,9,22,n04d,g,27,2,19.44,0.18,,33.07,0.00,
PEB01,1,2008,9,22,n04d,g,27,3,21.72,0.00,,21.49,3.50,
PEB01,1,2008,9,22,n04d,g,27,4,49.05,0.00,,20.31,0.00,
PEB01,1,2008,9,22,n04d,g,27,5,31.31,1.62,,12.57,0.00,
PEB01,1,2008,9,22,n04d,g,28,1,20.95,6.00,,35.35,14.32,
PEB01,1,2008,9,22,n04d,g,28,2,13.91,1.49,,24.02,0.00,
PEB01,1,2008,9,22,n04d,g,28,3,7.06,0.33,,21.00,0.00,
PEB01,1,2008,9,22,n04d,g,28,4,2.15,0.25,,21.91,386.74,woody=dogwood
PEB01,1,2008,9,22,n04d,g,28,5,28.66,0.32,,26.77,0.00,
PEB01,1,2008,9,18,n04d,g,29,1,33.79,0.00,,34.32,0.00,
PEB01,1,2008,9,18,n04d,g,29,2,29.23,4.43,,39.50,0.00,
PEB01,1,2008,9,18,n04d,g,29,3,78.22,0.00,,90.92,0.00,
PEB01,1,2008,9,18,n04d,g,29,4,59.92,1.18,,51.02,0.00,
PEB01,1,2008,9,18,n04d,g,29,5,43.04,0.00,,37.03,0.00,
PEB01,1,2008,9,18,n04d,g,30,1,35.80,0.10,,20.59,0.00,
PEB01,1,2008,9,18,n04d,g,30,2,41.77,2.64,,34.04,2.77,
PEB01,1,2008,9,18,n04d,g,30,3,59.25,0.00,,26.40,0.00,
PEB01,1,2008,9,18,n04d,g,30,4,45.31,8.16,,24.05,0.00,
PEB01,1,2008,9,18,n04d,g,30,5,77.26,2.20,,36.65,0.00,
PEB01,1,2008,9,18,n04d,g,31,1,90.90,4.25,,46.19,0.00,
PEB01,1,2008,9,18,n04d,g,31,2,72.68,6.16,,33.84,2.63,
PEB01,1,2008,9,18,n04d,g,31,3,33.61,1.37,,21.06,0.00,
PEB01,1,2008,9,18,n04d,g,31,4,43.13,5.12,,30.03,0.00,
PEB01,1,2008,9,18,n04d,g,31,5,49.42,5.38,,35.50,1.53,
PEB01,1,2008,9,18,n04d,g,32,1,22.81,4.15,,31.18,0.00,
PEB01,1,2008,9,18,n04d,g,32,2,75.37,0.00,,40.42,0.00,
PEB01,1,2008,9,18,n04d,g,32,3,38.78,0.29,,22.68,0.00,
PEB01,1,2008,9,18,n04d,g,32,4,53.10,0.00,,40.70,0.00,
PEB01,1,2008,9,18,n04d,g,32,5,43.28,0.54,,20.28,0.00,
PEB01,1,2008,9,17,n01a,u,1,1,64.36,2.24,,0.00,0.00,
PEB01,1,2008,9,17,n01a,u,1,2,89.07,0.00,,0.00,0.00,
PEB01,1,2008,9,17,n01a,u,1,3,72.37,6.78,,0.00,0.00,
PEB01,1,2008,9,17,n01a,u,1,4,94.95,20.37,,0.00,0.87,
PEB01,1,2008,9,17,n01a,u,1,5,62.40,7.37,,0.00,0.00,
PEB01,1,2008,9,17,n01a,u,2,1,73.60,5.44,,0.00,0.00,
PEB01,1,2008,9,17,n01a,u,2,2,106.47,6.81,,0.00,0.00,
PEB01,1,2008,9,17,n01a,u,2,3,86.87,0.82,,0.00,1.71,
PEB01,1,2008,9,17,n01a,u,2,4,56.08,3.03,,0.00,0.00,
PEB01,1,2008,9,17,n01a,u,2,5,75.66,5.75,,0.00,0.00,
PEB01,1,2008,9,16,n01a,u,3,1,50.03,3.41,,0.00,0.00,
PEB01,1,2008,9,16,n01a,u,3,2,104.79,0.85,,0.00,0.00,
PEB01,1,2008,9,16,n01a,u,3,3,62.90,6.05,,0.00,0.00,
PEB01,1,2008,9,16,n01a,u,3,4,159.63,2.34,,0.00,0.00,
PEB01,1,2008,9,16,n01a,u,3,5,88.14,2.60,,0.00,0.00,
PEB01,1,2008,9,16,n01a,u,4,1,75.60,8.40,,0.00,0.00,
PEB01,1,2008,9,16,n01a,u,4,2,63.95,0.34,,0.00,0.00,
PEB01,1,2008,9,16,n01a,u,4,3,94.93,6.65,,0.00,0.00,
PEB01,1,2008,9,16,n01a,u,4,4,118.97,1.26,,0.00,0.00,
PEB01,1,2008,9,16,n01a,u,4,5,24.06,8.85,,0.00,0.00,
PEB01,1,2008,9,22,n01a,u,5,1,81.00,0.72,,0.00,0.00,
PEB01,1,2008,9,22,n01a,u,5,2,124.38,0.00,,0.00,1.22,
PEB01,1,2008,9,22,n01a,u,5,3,110.72,7.59,,0.00,0.00,
PEB01,1,2008,9,22,n01a,u,5,4,45.15,0.53,,0.00,0.00,
PEB01,1,2008,9,22,n01a,u,5,5,76.55,3.47,,0.00,0.00,
PEB01,1,2008,9,22,n01a,u,6,1,62.55,0.00,,0.00,0.00,
PEB01,1,2008,9,22,n01a,u,6,2,57.19,1.69,,0.00,0.00,
PEB01,1,2008,9,22,n01a,u,6,3,79.95,0.05,,0.00,0.00,
PEB01,1,2008,9,22,n01a,u,6,4,80.08,0.00,,0.00,0.00,
PEB01,1,2008,9,22,n01a,u,6,5,69.37,0.89,,0.00,0.00,
PEB01,1,2008,9,22,n01a,u,7,1,47.68,0.82,,0.00,0.00,
PEB01,1,2008,9,22,n01a,u,7,2,46.91,0.00,,0.00,0.00,
PEB01,1,2008,9,22,n01a,u,7,3,49.14,0.00,,0.00,0.00,
PEB01,1,2008,9,22,n01a,u,7,4,54.69,0.08,,0.00,0.00,forb=leaves only
PEB01,1,2008,9,22,n01a,u,7,5,64.62,0.00,,0.00,0.00,
PEB01,1,2008,9,22,n01a,u,8,1,42.66,0.17,,0.00,0.00,
PEB01,1,2008,9,22,n01a,u,8,2,130.91,0.94,,0.00,0.00,
PEB01,1,2008,9,22,n01a,u,8,3,78.85,0.50,,0.00,0.00,
PEB01,1,2008,9,22,n01a,u,8,4,55.76,0.52,,0.00,0.00,
